question,answer,source,q_char_len,a_char_len,q_word_len,a_word_len,question_norm,category
How do I perform CPR if a person with a tick bite becomes unconscious?,"If a person with a tick bite becomes unconscious and is not breathing, immediately begin CPR. Start with chest compressions at a rate of 100-120 per minute, ensuring the chest compresses about 2 inches deep. After every 30 compressions, give 2 rescue breaths. Continue CPR until medical help arrives or the person starts breathing again.",FirstAidQA,70,337,14,55,how do i perform cpr if a person with a tick bite becomes unconscious?,cpr
What symptoms should be observed to determine if a Funnel-web spider bite is severe?,"Severe symptoms of a Funnel-web spider bite include difficulty breathing, weakness, numbness, and shivering. The victim may also cough up secretions and experience sweating and cold skin.",FirstAidQA,84,187,14,27,what symptoms should be observed to determine if a funnel-web spider bite is severe?,allergies
How can a rescuer check if the casualty is breathing before starting resuscitation?,"To check if a casualty is breathing, the rescuer should place their ear near the casualty's mouth and nose while observing the chest. Listen for the sound of breathing, and feel for air movement. If no breathing is detected, the rescuer should proceed with resuscitation.",FirstAidQA,83,271,13,45,how can a rescuer check if the casualty is breathing before starting resuscitation?,cpr
What are the common symptoms of a Blue-ringed Octopus bite?,"Common symptoms include blurred vision, numbness of the lips and tongue, difficulty swallowing, and in severe cases, absence of breathing. The bite may be painless, but the venom acts rapidly and can cause life-threatening symptoms.",FirstAidQA,59,232,10,35,what are the common symptoms of a blue-ringed octopus bite?,other
How can bruising affect daily activities and how should one adapt?,"Bruising can limit movement due to pain or swelling. Individuals should rest the affected area, avoid strenuous activities, and use supportive devices like slings or cushions as needed. Gradual return to movement is advised once swelling subsides.",FirstAidQA,66,247,11,37,how can bruising affect daily activities and how should one adapt?,transportation
"How can I identify a heart attack in a woman, as the symptoms may differ from men?","While chest pain is still the most common symptom, women may experience different or more subtle signs of a heart attack, such as nausea, vomiting, shortness of breath, fatigue, or pain in the back, neck, or jaw. It's important to take all these symptoms seriously and seek medical help immediately.",FirstAidQA,82,299,17,50,"how can i identify a heart attack in a woman, as the symptoms may differ from men?",heart_attack
How can a bystander check if the sling is effectively supporting the injury?,"To check if a sling is effective, observe the limb: it should be held comfortably without sagging, the hand should be slightly elevated above the elbow, and there should be no unusual pain or pressure. Also, check fingers for color, temperature, and swelling every 10–15 minutes. If the sling seems unstable, adjust and secure it more snugly.",FirstAidQA,76,342,13,57,how can a bystander check if the sling is effectively supporting the injury?,other
What happens if a child swallows a sharp object and it punctures their digestive tract?,"If a sharp object punctures the digestive tract, it can cause serious injuries such as internal bleeding, infections, or peritonitis. This is a medical emergency, and the child should be taken to the hospital immediately for diagnostic imaging and treatment. Surgery may be required to remove the object and repair any damage.",FirstAidQA,87,326,15,52,what happens if a child swallows a sharp object and it punctures their digestive tract?,severe_bleeding
What is the significance of fluid draining from the ear after an injury?,"Fluid draining from the ear after an injury could indicate a perforated eardrum, an ear infection, or cerebrospinal fluid leakage. It is essential to seek medical help promptly to determine the cause and prevent complications.",FirstAidQA,72,226,13,35,what is the significance of fluid draining from the ear after an injury?,spinal_injury
What should you do if a casualty in shock begins to lose consciousness?,"If a casualty in shock begins to lose consciousness, immediately place them in the lateral recovery position to prevent choking and ensure an open airway. Check their pulse, breathing, and airway, and begin CPR if necessary. Continue to monitor their vital signs and seek emergency medical help.",FirstAidQA,71,295,13,47,what should you do if a casualty in shock begins to lose consciousness?,choking
